Refer to https://github.com/lutherastrophysics/new_ref_file for more info
Star Data Extractor Tool
    Images: m23_3.5_071.fit (2003) and m23_7.0_2022-06-19_0028.fit
    Stars Found: 2508 (good stars) in 2003 img + 1246 in 2022
    Radius of star diaphragm:
    Sky annulus inner radius:
    Sky annulus outer radius:
    Threshold factor: High =
         X	         Y	     Sigma	      FWHM	   Sky ADU	  Star ADU
    933.21	    303.25	      1.47	      3.46	    705.60	    876.20
     95.90	    599.13	      1.77	      4.16	    710.90	    873.60
    672.13	    600.48	      1.79	      4.22	    723.40	    872.90
    406.10	    784.01	      1.62	      3.80	    724.50	    872.80
    820.85	   1004.39	      1.71	      4.03	    691.80	    871.60
    696.44	    470.87	      2.24	      5.25	    732.10	    871.30
    408.54	     38.53	      1.58	      3.71	    705.90	    870.10
    936.97	    451.05	      1.81	      4.26	    703.10	    868.20
    764.95	    977.60	      1.62	      3.81	    705.10	    867.90
    654.97	    412.49	      1.32	      3.10	    730.60	    865.00
    123.10	    759.68	      1.95	      4.58	    709.80	    863.20
   1004.48	    840.94	      1.66	      3.90	    695.60	    861.10
    587.28	    163.10	      2.27	      5.34	    714.20	    859.00
    362.98	    270.26	      1.91	      4.50	    727.60	    857.50
    682.04	    862.51	      1.88	      4.43	    708.50	    856.70
    476.88	     57.90	      1.69	      3.96	    709.70	    853.70
    570.54	    673.02	      1.42	      3.33	    723.20	    853.10
    198.58	    812.92	      1.84	      4.32	    705.00	    853.10
    940.21	     15.05	      1.45	      3.41	    690.70	    853.00
     89.59	    136.27	      1.53	      3.60	    712.30	    852.80
    520.13	    731.04	      1.78	      4.19	    718.60	    852.20
    722.81	     41.82	      1.51	      3.54	    710.20	    850.70
    693.50	    750.02	      1.65	      3.87	    715.70	    850.20
    309.88	    693.45	      1.75	      4.11	    725.60	    848.20
    614.99	    248.48	      2.36	      5.55	    720.00	    845.90
    546.10	    198.01	      2.27	      5.33	    720.40	    845.60
    619.71	    552.07	      1.43	      3.37	    739.50	    844.80
    703.50	    775.48	      1.47	      3.47	    716.80	    843.50
    989.06	    321.97	      1.49	      3.50	    699.10	    842.70
    365.76	    140.12	      2.15	      5.05	    726.10	    838.80
     53.49	    702.00	      2.68	      6.30	    702.50	    838.50
    787.00	    962.49	      2.44	      5.74	    700.50	    837.90
    951.09	    773.84	      2.34	      5.50	    704.40	    837.00
    366.51	    664.57	      1.94	      4.56	    727.00	    836.60
    154.80	     42.94	      2.14	      5.04	    704.00	    836.00
    786.45	    325.09	      1.31	      3.09	    714.20	    834.90
    685.50	    985.81	      2.33	      5.47	    701.50	    832.70
    514.03	    569.02	      1.32	      3.10	    739.60	    831.90
    892.97	    414.32	      1.26	      2.95	    710.20	    831.40
    602.06	    231.67	      1.29	      3.04	    719.30	    829.80
    979.68	    967.12	      1.77	      4.15	    682.40	    829.40
    378.86	    817.08	      1.80	      4.22	    714.60	    828.80
    788.04	    770.26	      1.59	      3.73	    705.20	    828.50
    288.34	    619.74	      2.49	      5.84	    724.90	    826.00
    401.01	    559.02	      2.03	      4.78	    728.60	    825.30
     48.23	    233.92	      1.99	      4.68	    715.90	    823.70
    527.99	    659.28	      2.07	      4.85	    732.10	    823.70
    718.78	    374.60	      1.34	      3.15	    724.60	    821.80
    687.26	    950.91	      2.60	      6.10	    703.80	    821.20
    503.48	    910.44	      2.49	      5.86	    705.50	    821.10
    480.54	    384.12	      1.51	      3.54	    736.40	    819.00
    454.49	    962.41	      1.98	      4.65	    706.90	    818.70
    422.01	    675.93	      1.75	      4.12	    723.10	    818.30
    696.21	    757.30	      1.17	      2.75	    716.20	    817.90
    237.00	    903.00	      2.49	      5.85	    704.40	    817.80
    261.96	    904.90	      1.70	      3.99	    710.90	    815.60
    401.37	    538.06	      1.95	      4.59	    735.20	    815.00
    510.98	    301.92	      2.55	      5.99	    721.60	    814.90
    735.99	    194.04	      1.32	      3.11	    712.70	    813.40
    909.74	     25.80	      1.42	      3.33	    699.60	    813.00
    794.01	     98.03	      1.79	      4.20	    704.80	    810.60
    360.97	    791.36	      1.73	      4.06	    715.60	    807.20
    706.13	    834.22	      1.45	      3.40	    707.70	    806.10
    179.19	    399.38	      1.67	      3.92	    726.50	    805.50
   1003.02	    195.96	      1.32	      3.11	    697.20	    805.00
     69.39	    868.24	      2.04	      4.79	    696.30	    802.70
    549.20	    379.40	      1.51	      3.54	    729.90	    801.50
    198.00	     65.39	      1.82	      4.28	    707.80	    800.00
    131.08	    583.03	      1.85	      4.35	    718.40	    799.10
    580.45	    500.10	      1.42	      3.33	    732.90	    797.30
    160.60	    389.25	      2.16	      5.09	    726.40	    796.60
    832.81	    154.66	      1.28	      3.02	    703.10	    796.50
    823.52	    599.05	      1.31	      3.08	    719.20	    796.20
    420.14	    797.90	      1.72	      4.05	    717.30	    796.10
    957.36	    839.00	      1.99	      4.67	    699.40	    795.90
    255.23	    698.32	      1.62	      3.82	    715.30	    794.30
    252.08	    632.01	      1.96	      4.61	    725.00	    793.80
    382.82	    550.20	      1.77	      4.15	    732.30	    793.30
    767.08	    242.18	      1.36	      3.20	    707.90	    793.00
    841.07	    457.67	      2.42	      5.68	    711.60	    792.80
    763.27	    630.91	      1.64	      3.85	    717.70	    791.90
    920.00	    639.97	      1.49	      3.50	    703.10	    790.70
    327.03	    198.98	      2.09	      4.91	    718.10	    790.30
    525.95	    702.57	      1.33	      3.13	    726.70	    786.20
    685.89	    254.06	      1.51	      3.55	    720.70	    784.30
    911.49	    750.91	      1.51	      3.54	    700.80	    782.70
    327.09	    558.97	      1.68	      3.96	    731.90	    781.40
    148.48	    453.58	      1.68	      3.94	    722.50	    780.10
    775.01	    593.72	      2.03	      4.76	    718.60	    777.70
    325.75	    551.75	      1.83	      4.31	    727.20	    777.50
    636.00	    932.97	      2.16	      5.07	    712.10	    776.20
    382.58	    314.16	      1.59	      3.74	    726.10	    775.90
    255.03	    698.56	      1.58	      3.70	    715.50	    775.10
    223.83	    239.61	      1.82	      4.28	    725.40	    774.80
    299.08	    251.03	      1.62	      3.81	    726.50	    774.00
    191.51	    315.55	      1.66	      3.90	    723.70	    773.40
    782.52	    553.54	      1.50	      3.53	    721.30	    772.90
    569.22	    143.22	      2.01	      4.73	    711.90	    772.20
    517.56	    541.00	      2.13	      5.02	    736.40	    770.60
    923.79	    352.60	      1.49	      3.50	    707.80	    769.40
    483.25	    289.90	      2.22	      5.22	    726.70	    767.50
    735.67	    273.78	      1.61	      3.79	    717.10	    767.30
    619.87	    542.64	      1.62	      3.81	    733.80	    766.20
     90.23	     32.24	      1.99	      4.67	    704.10	    765.80
    904.98	    459.16	      1.50	      3.53	    705.40	    765.60
    493.99	    178.52	      1.44	      3.39	    719.60	    765.50
    309.36	    521.93	      2.00	      4.70	    733.00	    764.50
    961.79	    575.97	      1.91	      4.49	    699.90	    764.10
    565.77	    850.92	      2.48	      5.83	    713.70	    762.90
    750.70	    798.82	      2.40	      5.65	    707.90	    762.60
    877.28	    820.01	      1.68	      3.95	    705.90	    761.10
    294.72	    708.92	      1.76	      4.14	    723.70	    759.80
    428.35	    915.31	      1.77	      4.15	    708.70	    759.40
    953.97	    643.89	      2.15	      5.05	    701.30	    758.70
    736.00	    178.55	      1.90	      4.48	    710.90	    758.50
    898.85	    686.92	      1.55	      3.65	    706.00	    757.30
    843.44	    398.06	      1.88	      4.41	    717.70	    755.60
    497.26	    998.62	      1.78	      4.17	    704.70	    755.50
    584.97	    746.69	      1.75	      4.12	    720.00	    753.40
    160.12	     79.74	      1.91	      4.48	    711.60	    753.40
    149.66	    649.29	      2.44	      5.74	    715.50	    752.40
    954.45	    726.96	      1.46	      3.43	    703.90	    747.70
    356.90	    818.48	      1.95	      4.57	    712.90	    745.60
    733.21	    977.70	      2.40	      5.64	    699.90	    743.00
    848.93	     61.94	      1.88	      4.41	    699.50	    740.10
    183.65	    663.47	      0.00	      0.00	    682.10	   5432.70
    964.07	    496.96	      0.00	      0.00	    682.10	   3117.10
     42.46	    532.50	      0.00	      0.00	    682.10	   4315.40
     53.93	     74.56	      0.00	      0.00	    682.10	   4625.70
    101.92	    403.07	      0.00	      0.00	    682.10	   5617.60
    120.86	    697.26	      0.00	      0.00	    682.10	   6669.20
    974.92	    492.98	      0.00	      0.00	    682.10	   3460.60
    558.05	    817.58	      0.00	      0.00	    682.10	   3481.90
    475.94	    887.69	      0.00	      0.00	    682.10	   1422.10
    663.94	    317.64	      0.00	      0.00	    682.10	   2512.90
    350.62	    903.88	      0.00	      0.00	    682.10	   3168.20
     38.39	    483.50	      0.00	      0.00	    682.10	   8452.80
     39.28	    484.01	      0.00	      0.00	    682.10	   8451.90
    583.11	    435.63	      0.00	      0.00	    682.10	   3188.90
    970.14	    957.53	      0.00	      0.00	    682.10	   2074.00
    994.87	     13.63	      0.00	      0.00	    682.10	  12438.60
     39.69	    720.47	      0.00	      0.00	    682.10	  34834.80
    217.50	    980.57	      0.00	      0.00	    682.10	   3030.10
    969.21	    958.19	      0.00	      0.00	    682.10	   2213.80
    966.40	    967.41	      0.00	      0.00	    682.10	   2838.90
    786.42	    999.54	      0.00	      0.00	    682.10	   2413.40
     82.64	    958.74	      0.00	      0.00	    682.10	   2808.90
    948.48	    998.87	      0.00	      0.00	    682.10	   2278.70
   1000.96	    872.03	      0.00	      0.00	    682.10	   3571.50
     47.28	    181.45	      0.00	      0.00	    682.10	   2156.20
    158.05	    806.11	      0.00	      0.00	    682.10	   3107.60
    967.93	    853.73	      0.00	      0.00	    682.10	   8378.60
    926.95	    898.45	      0.00	      0.00	    682.10	   7837.20
    838.76	    948.09	      0.00	      0.00	    682.10	   3482.20
    998.97	    898.03	      0.00	      0.00	    682.10	   4253.70
    965.40	    912.39	      0.00	      0.00	    682.10	   6701.50
    825.78	    769.79	      0.00	      0.00	    682.10	   4156.10
    910.43	    685.40	      0.00	      0.00	    682.10	   7863.10
    881.87	    882.26	      0.00	      0.00	    682.10	   3286.00
    930.12	    794.92	      0.00	      0.00	    682.10	  10829.50
    852.79	    899.13	      0.00	      0.00	    682.10	   3196.50
     70.08	    704.65	      0.00	      0.00	    682.10	   3077.40
    982.32	    842.67	      0.00	      0.00	    682.10	  10055.80
    249.54	    416.88	      0.00	      0.00	    682.10	   2884.70
    846.97	   1008.28	      0.00	      0.00	    682.10	   3177.90
    947.19	    815.32	      0.00	      0.00	    682.10	  13506.40
    940.21	    914.93	      0.00	      0.00	    682.10	   2493.40
    966.33	    966.21	      0.00	      0.00	    682.10	   2818.30
    947.50	    960.04	      0.00	      0.00	    682.10	   2347.30
    196.88	    102.62	      0.00	      0.00	    682.10	   2606.80
    606.91	    827.15	      0.00	      0.00	    682.10	   2254.70
     40.69	    229.55	      0.00	      0.00	    682.10	   2093.20
    796.45	    981.59	      0.00	      0.00	    682.10	   2316.10
    371.84	    950.12	      0.00	      0.00	    682.10	   2201.40
    867.96	    987.09	      0.00	      0.00	    682.10	   1887.50
    431.03	   1003.01	      0.00	      0.00	    682.10	   1881.70
    213.33	    435.99	      0.00	      0.00	    682.10	   1810.60
    778.02	    893.70	      0.00	      0.00	    682.10	   1611.80
    909.97	    981.94	      0.00	      0.00	    682.10	   1640.70
    970.24	    682.25	      0.00	      0.00	    682.10	   1681.10
     39.35	    918.31	      0.00	      0.00	    682.10	   2635.80
    819.69	    815.70	      0.00	      0.00	    682.10	   1631.50
    894.07	    908.61	      0.00	      0.00	    682.10	   1490.60
    575.63	    656.77	      0.00	      0.00	    682.10	   1281.90
    461.86	    962.35	      0.00	      0.00	    682.10	  18619.20
     33.98	    265.42	      0.00	      0.00	    682.10	   4017.90
    868.59	    791.23	      0.00	      0.00	    682.10	   1207.80
    178.93	    154.39	      0.00	      0.00	    682.10	   1277.50
    837.68	     70.28	      0.00	      0.00	    682.10	    808.70
    710.04	    593.95	      0.00	      0.00	    682.10	    827.10
    642.16	    183.67	      0.00	      0.00	    682.10	    998.70
    735.02	    700.34	      0.00	      0.00	    682.10	  19179.20
   1000.91	    921.97	      0.00	      0.00	    682.10	   5014.40
    677.07	    673.68	      0.00	      0.00	    682.10	   3980.30
    635.41	    401.79	      0.00	      0.00	    682.10	    891.50
    805.72	    393.96	      0.00	      0.00	    682.10	   3307.60
    619.27	    502.62	      0.00	      0.00	    682.10	   3737.50
    270.46	    405.21	      0.00	      0.00	    682.10	   3349.90
   1003.18	    947.80	      0.00	      0.00	    682.10	   2558.20
     87.86	    663.98	      0.00	      0.00	    682.10	   1453.60
     34.00	    432.00	      0.00	      0.00	    682.10	   5513.10
    997.95	    699.60	      0.00	      0.00	    682.10	   1587.80
    720.01	    573.57	      0.00	      0.00	    682.10	   1398.50
    998.60	    908.05	      0.00	      0.00	    682.10	    890.80
    539.62	    475.98	      0.00	      0.00	    682.10	 128523.80
     41.18	    457.71	      0.00	      0.00	    682.10	   8130.70
     63.33	    151.35	      0.00	      0.00	    682.10	   7636.60
     44.09	    965.18	      0.00	      0.00	    682.10	   1351.40
    923.51	    788.25	      0.00	      0.00	    682.10	   2548.50
     56.86	    280.75	      0.00	      0.00	    682.10	   5095.60
     47.35	    521.29	      0.00	      0.00	    682.10	   8364.30
    905.43	    135.02	      0.00	      0.00	    682.10	   3783.90
     47.00	    605.45	      0.00	      0.00	    682.10	   2328.90
     50.36	    797.19	      0.00	      0.00	    682.10	   7900.60
    963.38	     73.28	      0.00	      0.00	    682.10	   1973.40
    400.49	    183.46	      0.00	      0.00	    682.10	  61176.30
     16.22	     33.89	      0.00	      0.00	    682.10	   4530.40
     35.89	     31.80	      0.00	      0.00	    682.10	   3525.20
    471.34	    339.49	      0.00	      0.00	    682.10	   3184.20
     32.92	    358.92	      0.00	      0.00	    682.10	   5537.60
    197.88	    102.53	      0.00	      0.00	    682.10	   2926.00
    813.48	    940.59	      0.00	      0.00	    682.10	   4204.50
    360.44	    979.31	      0.00	      0.00	    682.10	   1695.40
    515.38	    980.95	      0.00	      0.00	    682.10	   1036.40
     39.31	    732.44	      0.00	      0.00	    682.10	   1435.50
    702.00	    175.00	      0.00	      0.00	      0.00	      0.00
    542.99	    642.00	      0.00	      0.00	      0.00	      0.00
    315.33	    254.81	      0.00	      0.00	      0.00	      0.00
    182.40	    629.25	      0.00	      0.00	      0.00	      0.00
    259.33	    443.02	      0.00	      0.00	      0.00	      0.00
    436.13	    894.04	      0.00	      0.00	      0.00	      0.00
    454.74	    738.45	      0.00	      0.00	      0.00	      0.00
    239.99	    624.98	      0.00	      0.00	      0.00	      0.00
    604.14	    318.26	      0.00	      0.00	      0.00	      0.00
